LFCode	ItemCode	Department	Name1	Name2	Name3	Label1	Label2	BarcodeType1	BarcodeType2	UnitPrice	WeightUnit	TareWeight	ProducedDateTime	PackageDate	PackageTime	ValidDays	FreshDays	ValidDateCountF	ProducedDateF	PackageDateF	ValidDateF	FreshDateF	DiscountFlag	DiscountUnitPrice	DiscountStartDateTime	DiscountEndDateTime	ChangePriceFlag	ChangePriceMax	ChangePriceMin	YHMsgNo	YHMsgDept	SpeedCode
3585	2503585	98	PAN BAGUETTE KOSHER			2	0	104	0	1090	8	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	PAN BAGUETTE KOSHER
3802	2038020	98	GALLETAS GRANEL			13	0	104	0	13990	8	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	GALLETAS GRANEL
3805	2503805	98	BAGUETTE			2	0	104	0	1090	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	BAGUETTE
3806	2038060	98	MEDIO BAGUETTE			16	0	104	0	3990	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	MEDIO BAGUETTE
3807	2503807	98	PAN ITALIANO FAMILIA			2	0	104	0	1090	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	PAN ITALIANO FAMILIA
3810	2503810	98	DONUT RELLENA MANJAR			13	0	104	0	1150	8	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	DONUT RELLENA MANJAR
3814	2503814	98	DONUT RELLENA CHOCO			13	0	104	0	1150	8	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	DONUT RELLENA CHOCO
3825	2503825	98	BM MEDIALUNA			13	0	104	0	370	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	BM MEDIALUNA
3828	2038280	98	PAN HAMBURGUESA			16	0	104	0	2990	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	PAN HAMBURGUESA
3831	2038310	98	CHOCOSITO PARRILLERO			16	0	104	0	2990	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	CHOCOSITO PARRILLERO
3844	2038440	98	PAN ITALIANO			16	0	104	0	2990	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	PAN ITALIANO
3846	2503846	98	UNI. PAN CAMPO GRANO			16	0	104	0	2690	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	UNI. PAN CAMPO GRANO
3847	2503847	98	UNI. PAN CAMPO INT.			16	0	104	0	2690	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	UNI. PAN CAMPO INT.
3849	2038490	98	PAN MENDOCINO			16	0	104	0	4290	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	PAN MENDOCINO
3851	2038510	98	CIABATTA			16	0	104	0	2990	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	CIABATTA
3853	2038530	98	PAN HOJA COCTEL			16	0	104	0	4290	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	PAN HOJA COCTEL
3859	2038590	98	PAN TOSCANO ACEITUN			16	0	104	0	3990	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	PAN TOSCANO ACEITUN
3863	2038630	98	HALLULLITA GRANEL			16	0	104	0	2850	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	HALLULLITA GRANEL
4004	2040040	98	PAN DOBLADA			16	0	104	0	2990	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	PAN DOBLADA
4005	2040050	98	PAN AMASADO			2	0	104	0	2990	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	PAN AMASADO
5089	2505089	98	BM TOP CHOCOLATE			13	0	104	0	700	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	BM TOP CHOCOLATE
5091	2505091	98	BM TOP FRAMBUE QUESO			13	0	104	0	700	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	BM TOP FRAMBUE QUESO
5092	2505092	98	BM TOP  MANJAR			13	0	104	0	700	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	BM TOP  MANJAR
5271	2505271	98	PASTEL FATAYER			6	0	104	0	1650	8	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	PASTEL FATAYER
5272	2505272	98	PASTEL ARABE CEREGLI			6	0	104	0	1650	8	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	PASTEL ARABE CEREGLI
5438	2505438	98	MUFFIN AMER ARANDANO			6	0	104	0	1490	8	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	MUFFIN AMER ARANDANO
5439	2505439	98	MUFFIN CHIP CHOCOL			13	0	104	0	1490	8	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	MUFFIN CHIP CHOCOL
5440	2505440	98	MUFFIN AMER CHOCOLAT			6	0	104	0	1490	8	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	MUFFIN AMER CHOCOLAT
5441	2505441	98	MUFFIN A BANANA NUEZ			6	0	104	0	1490	8	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	MUFFIN A BANANA NUEZ
5442	2505442	98	MUFFIN A ZANAHO NUEZ			6	0	104	0	1490	8	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	MUFFIN A ZANAHO NUEZ
5941	2505941	98	MENDOCINO UNIDAD			13	0	104	0	890	8	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	MENDOCINO UNIDAD
5942	2505942	98	DELICIA FRAMBUESA UN			13	0	104	0	710	8	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	DELICIA FRAMBUESA UN
5944	2505944	98	ALFAJOR MAICENA UN			13	0	104	0	710	8	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	ALFAJOR MAICENA UN
5958	2505958	98	PAN CHAPATA FAMILIAR			2	0	104	0	850	8	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	PAN CHAPATA FAMILIAR
9003	2090030	93	COSTILLAR TRAD			2	0	104	0	7990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	COSTILLAR TRAD
9004	2090040	93	COSTILLAR SURENO			2	0	104	0	7990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	COSTILLAR SURENO
9006	2090060	93	COSTILLAR BOURBON			2	0	104	0	8990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	COSTILLAR BOURBON
9007	2090070	93	V POLLO BARRIGA			2	0	104	0	14050	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V POLLO BARRIGA
9013	2090130	93	BABY BACK RIB CYF			2	0	104	0	9490	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	BABY BACK RIB CYF
9014	2090140	93	BABY RIB BBQ CYF			2	0	104	0	9490	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	BABY RIB BBQ CYF
9023	2090230	93	BACKRIBS S/H KANSAS			2	0	104	0	8290	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	BACKRIBS S/H KANSAS
9037	2090370	93	V ABASTERO			2	0	104	0	6590	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V ABASTERO
9047	2090470	93	V ABASTERO			2	0	104	0	9990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V ABASTERO
9055	2090550	93	V ABASTERO			2	0	104	0	9990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V ABASTERO
9056	2090560	93	COSTILLAR AHUMADO			2	0	104	0	13490	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	COSTILLAR AHUMADO
9060	2090600	93	V ABASTERO			2	0	104	0	9990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V ABASTERO
9068	2090680	93	V ENTRANA			2	0	104	0	21490	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V ENTRANA
9069	2090690	93	V PUNTA DE GANSO			2	0	104	0	16990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V PUNTA DE GANSO
9073	2090730	93	V LOMO LISO			2	0	104	0	17990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V LOMO LISO
9077	2090770	93	V ASIENTO			2	0	104	0	11990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V ASIENTO
9080	2090800	93	V LOMO VETADO			2	0	104	0	19990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V LOMO VETADO
9081	2090810	93	V FILETE			2	0	104	0	21990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V FILETE
9082	2090820	93	V MALAYA			2	0	104	0	10990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V MALAYA
9085	2090850	93	V ARRACHERA			2	0	104	0	13990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V ARRACHERA
9095	2090950	93	ASIENTO ASA FACIL			2	0	104	0	12490	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	ASIENTO ASA FACIL
9096	2090960	93	PUNTA DE PICANA AF			2	0	104	0	12490	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	PUNTA DE PICANA AF
9097	2090970	93	COSTILLAR CHIMICH			2	0	104	0	7990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	COSTILLAR CHIMICH
9098	2090980	93	BABY BACK RIBS BBQ			2	0	104	0	8990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	BABY BACK RIBS BBQ
9099	2090990	93	BABY BACK SPICY			2	0	104	0	8990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	BABY BACK SPICY
9100	2091000	93	COSTILLAR CRIOLLO			2	0	104	0	7990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	COSTILLAR CRIOLLO
9101	2091010	93	PECHUGA PAVO S/H			2	0	104	0	10990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	PECHUGA PAVO S/H
9102	2091020	93	LOMO LISO CLL			2	0	104	0	20990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	LOMO LISO CLL
9103	2091030	93	LOMO VETADO CLL			2	0	104	0	22990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	LOMO VETADO CLL
9106	2091060	93	ASADO TIRA CERDO CYF			2	0	104	0	11590	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	ASADO TIRA CERDO CYF
9256	2092560	93	V ASADO DE TIRA PALO			2	0	104	0	12990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V ASADO DE TIRA PALO
9258	2092580	93	V ASADO DE TIRA			2	0	104	0	17990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V ASADO DE TIRA
9259	2092590	93	V ASADO DE TIRA			2	0	104	0	17990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V ASADO DE TIRA
9319	2093190	93	V ASIENTO			2	0	104	0	11690	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V ASIENTO
9345	2093450	93	V ASIENTO			2	0	104	0	9990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V ASIENTO
9366	2093660	93	V ASIENTO BISTEC			2	0	104	0	11690	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V ASIENTO BISTEC
9510	2095100	93	V ASADODEL CARNICERO			2	0	104	0	6590	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V ASADODEL CARNICERO
9583	2095830	93	COSTILLAR CERDO AME			2	0	104	0	5990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	COSTILLAR CERDO AME
9677	2096770	93	V CHOCLILLO			2	0	104	0	8990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V CHOCLILLO
9680	2096800	93	V CHOCLILLO			2	0	104	0	8990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V CHOCLILLO
10009	2100090	93	V ENTRANA			2	0	104	0	22990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V ENTRANA
10017	2100170	93	V ENTRANA			2	0	104	0	16990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V ENTRANA
10056	2100560	93	V ENTRANA			2	0	104	0	22990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V ENTRANA
10058	2100580	93	V ENTRANA			2	0	104	0	22990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V ENTRANA
10061	2100610	93	V ENTRANA			2	0	104	0	23990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V ENTRANA
10154	2101540	93	V FILETE			2	0	104	0	16490	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V FILETE
10175	2101750	93	V FILETE			2	0	104	0	20990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V FILETE
10238	2102380	93	V FILETE			2	0	104	0	21990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V FILETE
10326	2103260	93	V GANSO			2	0	104	0	6390	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V GANSO
10360	2103600	93	V GANSO			2	0	104	0	8490	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V GANSO
10633	2106330	93	V HUACHALOMO			2	0	104	0	6590	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V HUACHALOMO
10913	2109130	93	V LOMO LISO			2	0	104	0	11990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V LOMO LISO
10916	2109160	93	V LOMO LISO			2	0	104	0	10990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V LOMO LISO
10945	2109450	93	V LOMO LISO			2	0	104	0	14990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V LOMO LISO
11049	2110490	93	V LOMO LISO			2	0	104	0	11990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V LOMO LISO
11050	2110500	93	V LOMO LISO			2	0	104	0	15990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V LOMO LISO
11074	2110740	93	V LOMO LISO BISTEC			2	0	104	0	13990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V LOMO LISO BISTEC
11179	2111790	93	V LOMO VETADO			2	0	104	0	19990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V LOMO VETADO
11182	2111820	93	V LOMO VETADO			2	0	104	0	10990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V LOMO VETADO
11298	2112980	93	V LOMO VETADO			2	0	104	0	19990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V LOMO VETADO
11300	2113000	93	V LOMO VETADO			2	0	104	0	18990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V LOMO VETADO
11386	2113860	93	ESTOMAGUILLO			2	0	104	0	11990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	ESTOMAGUILLO
11657	2116570	93	V PALANCA			2	0	104	0	12690	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V PALANCA
11671	2116710	93	V PALANCA			2	0	104	0	12690	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V PALANCA
11715	2117150	93	V PALANCA			2	0	104	0	15990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V PALANCA
11716	2117160	93	V PALANCA			2	0	104	0	14990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V PALANCA
11820	2118200	93	V PLATEADA			2	0	104	0	6590	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V PLATEADA
11881	2118810	93	V PLATEADA			2	0	104	0	10990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V PLATEADA
12012	2120120	93	V POLLO GANSO			2	0	104	0	7990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V POLLO GANSO
12040	2120400	93	V POLLO GANSO			2	0	104	0	7890	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V POLLO GANSO
12262	2122620	93	V POSTA NEGRA			2	0	104	0	8990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V POSTA NEGRA
12263	2122630	93	V POSTA NEGRA			2	0	104	0	11690	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V POSTA NEGRA
12307	2123070	93	V POSTA NEGRA BISTEC			2	0	104	0	12990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V POSTA NEGRA BISTEC
12322	2123220	93	V POSTA NEGRA CHURRA			2	0	104	0	12990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V POSTA NEGRA CHURRA
12340	2123400	93	V POSTA NEG.ESCALOPA			2	0	104	0	12990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V POSTA NEG.ESCALOPA
12572	2125720	93	V POSTA DE PALETA			2	0	104	0	9290	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V POSTA DE PALETA
12590	2125900	93	V POSTA DE PALETA			2	0	104	0	9690	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V POSTA DE PALETA
12628	2126280	93	V POSTA DE PALETA			2	0	104	0	11990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V POSTA DE PALETA
12776	2127760	93	V POSTA ROSADA			2	0	104	0	8990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V POSTA ROSADA
12810	2128100	93	V POSTA ROSADA			2	0	104	0	11690	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V POSTA ROSADA
12846	2128460	93	V POSTA ROSADA BISTE			2	0	104	0	12990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V POSTA ROSADA BISTE
12857	2128570	93	V POSTA ROSADA CHURR			2	0	104	0	12990	0	0	17-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	17-07-2024 13:26:01	17-07-2024 13:26:01	0	0	0	0	0	V POSTA ROSADA CHURR
